anchor_text_norm	slug	label	node_type
art. 162o	cf-1988-art-162	Art. 162	artigo
art. 163	cf-1988-art-163	Art. 163	artigo
art. 163o	cf-1988-art-163	Art. 163	artigo
art. 164	cf-1988-art-164	Art. 164	artigo
art. 164o	cf-1988-art-164	Art. 164	artigo
art. 165	cf-1988-art-165	Art. 165	artigo
art. 165o	cf-1988-art-165	Art. 165	artigo
art. 166	cf-1988-art-166	Art. 166	artigo
art. 166o	cf-1988-art-166	Art. 166	artigo
art. 167	cf-1988-art-167	Art. 167	artigo
art. 167o	cf-1988-art-167	Art. 167	artigo
art. 168	cf-1988-art-168	Art. 168	artigo
art. 168o	cf-1988-art-168	Art. 168	artigo
art. 169	cf-1988-art-169	Art. 169	artigo
art. 169o	cf-1988-art-169	Art. 169	artigo
art. 16o	cf-1988-art-16	Art. 16	artigo
art. 17	cf-1988-art-17	Art. 17	artigo
art. 170	cf-1988-art-170	Art. 170	artigo
art. 170o	cf-1988-art-170	Art. 170	artigo
art. 171	cf-1988-art-171	Art. 171	artigo
art. 171o	cf-1988-art-171	Art. 171	artigo
art. 172	cf-1988-art-172	Art. 172	artigo
art. 172o	cf-1988-art-172	Art. 172	artigo
art. 173	cf-1988-art-173	Art. 173	artigo
art. 173o	cf-1988-art-173	Art. 173	artigo
art. 174	cf-1988-art-174	Art. 174	artigo
art. 174o	cf-1988-art-174	Art. 174	artigo
art. 175	cf-1988-art-175	Art. 175	artigo
art. 175o	cf-1988-art-175	Art. 175	artigo
art. 176	cf-1988-art-176	Art. 176	artigo
art. 176o	cf-1988-art-176	Art. 176	artigo
art. 177	cf-1988-art-177	Art. 177	artigo
art. 177o	cf-1988-art-177	Art. 177	artigo
art. 178	cf-1988-art-178	Art. 178	artigo
art. 178o	cf-1988-art-178	Art. 178	artigo
art. 179	cf-1988-art-179	Art. 179	artigo
art. 179o	cf-1988-art-179	Art. 179	artigo
art. 17o	cf-1988-art-17	Art. 17	artigo
art. 18	cf-1988-art-18	Art. 18	artigo
art. 180	cf-1988-art-180	Art. 180	artigo
art. 180o	cf-1988-art-180	Art. 180	artigo
art. 181	cf-1988-art-181	Art. 181	artigo
art. 181o	cf-1988-art-181	Art. 181	artigo
art. 182	cf-1988-art-182	Art. 182	artigo
art. 182o	cf-1988-art-182	Art. 182	artigo
art. 183	cf-1988-art-183	Art. 183	artigo
art. 183o	cf-1988-art-183	Art. 183	artigo
art. 184	cf-1988-art-184	Art. 184	artigo
art. 184o	cf-1988-art-184	Art. 184	artigo
art. 185	cf-1988-art-185	Art. 185	artigo
art. 185o	cf-1988-art-185	Art. 185	artigo
art. 186	cf-1988-art-186	Art. 186	artigo
art. 186o	cf-1988-art-186	Art. 186	artigo
art. 187	cf-1988-art-187	Art. 187	artigo
art. 187o	cf-1988-art-187	Art. 187	artigo
art. 188	cf-1988-art-188	Art. 188	artigo
art. 188o	cf-1988-art-188	Art. 188	artigo
art. 189	cf-1988-art-189	Art. 189	artigo
art. 189o	cf-1988-art-189	Art. 189	artigo
art. 18o	cf-1988-art-18	Art. 18	artigo
art. 19	cf-1988-art-19	Art. 19	artigo
art. 190	cf-1988-art-190	Art. 190	artigo
art. 190o	cf-1988-art-190	Art. 190	artigo
art. 191	cf-1988-art-191	Art. 191	artigo
art. 191o	cf-1988-art-191	Art. 191	artigo
art. 192	cf-1988-art-192	Art. 192	artigo
art. 192o	cf-1988-art-192	Art. 192	artigo
art. 193	cf-1988-art-193	Art. 193	artigo
art. 193o	cf-1988-art-193	Art. 193	artigo
art. 194	cf-1988-art-194	Art. 194	artigo
art. 194o	cf-1988-art-194	Art. 194	artigo
art. 195	cf-1988-art-195	Art. 195	artigo
art. 195o	cf-1988-art-195	Art. 195	artigo
art. 196	cf-1988-art-196	Art. 196	artigo
art. 196o	cf-1988-art-196	Art. 196	artigo
art. 197	cf-1988-art-197	Art. 197	artigo
art. 197o	cf-1988-art-197	Art. 197	artigo
art. 198	cf-1988-art-198	Art. 198	artigo
art. 198o	cf-1988-art-198	Art. 198	artigo
art. 199	cf-1988-art-199	Art. 199	artigo
art. 199o	cf-1988-art-199	Art. 199	artigo
art. 19o	cf-1988-art-19	Art. 19	artigo
art. 1o	cf-1988-art-1	Art. 1	artigo
art. 2	cf-1988-art-2	Art. 2	artigo
art. 20	cf-1988-art-20	Art. 20	artigo
art. 200	cf-1988-art-200	Art. 200	artigo
art. 200o	cf-1988-art-200	Art. 200	artigo
art. 201	cf-1988-art-201	Art. 201	artigo
art. 201o	cf-1988-art-201	Art. 201	artigo
art. 202	cf-1988-art-202	Art. 202	artigo
art. 202o	cf-1988-art-202	Art. 202	artigo
art. 203	cf-1988-art-203	Art. 203	artigo
art. 203o	cf-1988-art-203	Art. 203	artigo
art. 204	cf-1988-art-204	Art. 204	artigo
art. 204o	cf-1988-art-204	Art. 204	artigo
art. 205	cf-1988-art-205	Art. 205	artigo
art. 205o	cf-1988-art-205	Art. 205	artigo
art. 206	cf-1988-art-206	Art. 206	artigo
art. 206o	cf-1988-art-206	Art. 206	artigo
art. 207	cf-1988-art-207	Art. 207	artigo
art. 207o	cf-1988-art-207	Art. 207	artigo
art. 208	cf-1988-art-208	Art. 208	artigo
art. 208o	cf-1988-art-208	Art. 208	artigo
art. 209	cf-1988-art-209	Art. 209	artigo
art. 209o	cf-1988-art-209	Art. 209	artigo
art. 20o	cf-1988-art-20	Art. 20	artigo
art. 21	cf-1988-art-21	Art. 21	artigo
art. 210	cf-1988-art-210	Art. 210	artigo
art. 210o	cf-1988-art-210	Art. 210	artigo
art. 211	cf-1988-art-211	Art. 211	artigo
art. 211o	cf-1988-art-211	Art. 211	artigo
art. 212	cf-1988-art-212	Art. 212	artigo
art. 212o	cf-1988-art-212	Art. 212	artigo
art. 213	cf-1988-art-213	Art. 213	artigo
art. 213o	cf-1988-art-213	Art. 213	artigo
art. 214	cf-1988-art-214	Art. 214	artigo
art. 214o	cf-1988-art-214	Art. 214	artigo
art. 215	cf-1988-art-215	Art. 215	artigo
art. 215o	cf-1988-art-215	Art. 215	artigo
art. 216	cf-1988-art-216	Art. 216	artigo
art. 216o	cf-1988-art-216	Art. 216	artigo
art. 217	cf-1988-art-217	Art. 217	artigo
art. 217o	cf-1988-art-217	Art. 217	artigo
art. 218	cf-1988-art-218	Art. 218	artigo
art. 218o	cf-1988-art-218	Art. 218	artigo
art. 219	cf-1988-art-219	Art. 219	artigo
art. 219o	cf-1988-art-219	Art. 219	artigo
art. 21o	cf-1988-art-21	Art. 21	artigo
art. 22	cf-1988-art-22	Art. 22	artigo
art. 220	cf-1988-art-220	Art. 220	artigo
art. 220o	cf-1988-art-220	Art. 220	artigo
art. 221	cf-1988-art-221	Art. 221	artigo
art. 221o	cf-1988-art-221	Art. 221	artigo
art. 222	cf-1988-art-222	Art. 222	artigo
art. 222o	cf-1988-art-222	Art. 222	artigo
art. 223	cf-1988-art-223	Art. 223	artigo
art. 223o	cf-1988-art-223	Art. 223	artigo
art. 224	cf-1988-art-224	Art. 224	artigo
art. 224o	cf-1988-art-224	Art. 224	artigo
art. 225	cf-1988-art-225	Art. 225	artigo
art. 225o	cf-1988-art-225	Art. 225	artigo
art. 226	cf-1988-art-226	Art. 226	artigo
art. 226o	cf-1988-art-226	Art. 226	artigo
art. 227	cf-1988-art-227	Art. 227	artigo
art. 227o	cf-1988-art-227	Art. 227	artigo
art. 228	cf-1988-art-228	Art. 228	artigo
art. 228o	cf-1988-art-228	Art. 228	artigo
art. 229	cf-1988-art-229	Art. 229	artigo
art. 229o	cf-1988-art-229	Art. 229	artigo
art. 22o	cf-1988-art-22	Art. 22	artigo
art. 23	cf-1988-art-23	Art. 23	artigo
art. 230	cf-1988-art-230	Art. 230	artigo
art. 230o	cf-1988-art-230	Art. 230	artigo
art. 231	cf-1988-art-231	Art. 231	artigo
art. 231o	cf-1988-art-231	Art. 231	artigo
art. 232	cf-1988-art-232	Art. 232	artigo
art. 232o	cf-1988-art-232	Art. 232	artigo
art. 233	cf-1988-art-233	Art. 233	artigo
art. 233o	cf-1988-art-233	Art. 233	artigo
art. 234	cf-1988-art-234	Art. 234	artigo
art. 234o	cf-1988-art-234	Art. 234	artigo
art. 235	cf-1988-art-235	Art. 235	artigo
art. 235o	cf-1988-art-235	Art. 235	artigo
art. 236	cf-1988-art-236	Art. 236	artigo
art. 236o	cf-1988-art-236	Art. 236	artigo
art. 237	cf-1988-art-237	Art. 237	artigo
art. 237o	cf-1988-art-237	Art. 237	artigo
art. 238	cf-1988-art-238	Art. 238	artigo
art. 238o	cf-1988-art-238	Art. 238	artigo
art. 239	cf-1988-art-239	Art. 239	artigo
art. 239o	cf-1988-art-239	Art. 239	artigo
art. 23o	cf-1988-art-23	Art. 23	artigo
art. 24	cf-1988-art-24	Art. 24	artigo
art. 240	cf-1988-art-240	Art. 240	artigo
art. 240o	cf-1988-art-240	Art. 240	artigo
art. 241	cf-1988-art-241	Art. 241	artigo
art. 241o	cf-1988-art-241	Art. 241	artigo
art. 242	cf-1988-art-242	Art. 242	artigo
art. 242o	cf-1988-art-242	Art. 242	artigo
art. 243	cf-1988-art-243	Art. 243	artigo
art. 243o	cf-1988-art-243	Art. 243	artigo
art. 244	cf-1988-art-244	Art. 244	artigo
art. 244o	cf-1988-art-244	Art. 244	artigo
art. 245	cf-1988-art-245	Art. 245	artigo
art. 245o	cf-1988-art-245	Art. 245	artigo
art. 246	cf-1988-art-246	Art. 246	artigo
art. 246o	cf-1988-art-246	Art. 246	artigo
art. 247	cf-1988-art-247	Art. 247	artigo
art. 247o	cf-1988-art-247	Art. 247	artigo
art. 248	cf-1988-art-248	Art. 248	artigo
art. 248o	cf-1988-art-248	Art. 248	artigo
art. 249	cf-1988-art-249	Art. 249	artigo
art. 249o	cf-1988-art-249	Art. 249	artigo
art. 24o	cf-1988-art-24	Art. 24	artigo
art. 25	cf-1988-art-25	Art. 25	artigo
art. 250	cf-1988-art-250	Art. 250	artigo
art. 250o	cf-1988-art-250	Art. 250	artigo
art. 25o	cf-1988-art-25	Art. 25	artigo
art. 26	cf-1988-art-26	Art. 26	artigo
art. 26o	cf-1988-art-26	Art. 26	artigo
art. 27	cf-1988-art-27	Art. 27	artigo
art. 27o	cf-1988-art-27	Art. 27	artigo
art. 28	cf-1988-art-28	Art. 28	artigo
art. 28o	cf-1988-art-28	Art. 28	artigo
art. 29	cf-1988-art-29	Art. 29	artigo
art. 29o	cf-1988-art-29	Art. 29	artigo
art. 2o	cf-1988-art-2	Art. 2	artigo
art. 3	cf-1988-art-3	Art. 3	artigo
art. 30	cf-1988-art-30	Art. 30	artigo
art. 30o	cf-1988-art-30	Art. 30	artigo
art. 31	cf-1988-art-31	Art. 31	artigo
art. 31o	cf-1988-art-31	Art. 31	artigo
art. 32	cf-1988-art-32	Art. 32	artigo
art. 32o	cf-1988-art-32	Art. 32	artigo
art. 33	cf-1988-art-33	Art. 33	artigo
art. 33o	cf-1988-art-33	Art. 33	artigo
art. 34	cf-1988-art-34	Art. 34	artigo
art. 34o	cf-1988-art-34	Art. 34	artigo
art. 35	cf-1988-art-35	Art. 35	artigo
art. 35o	cf-1988-art-35	Art. 35	artigo
art. 36	cf-1988-art-36	Art. 36	artigo
art. 36o	cf-1988-art-36	Art. 36	artigo
art. 37	cf-1988-art-37	Art. 37	artigo
art. 37o	cf-1988-art-37	Art. 37	artigo
art. 38	cf-1988-art-38	Art. 38	artigo
art. 38o	cf-1988-art-38	Art. 38	artigo
art. 39	cf-1988-art-39	Art. 39	artigo
art. 39o	cf-1988-art-39	Art. 39	artigo
art. 3o	cf-1988-art-3	Art. 3	artigo
art. 4	cf-1988-art-4	Art. 4	artigo
art. 40	cf-1988-art-40	Art. 40	artigo
art. 40o	cf-1988-art-40	Art. 40	artigo
art. 41	cf-1988-art-41	Art. 41	artigo
art. 41o	cf-1988-art-41	Art. 41	artigo
art. 42	cf-1988-art-42	Art. 42	artigo
art. 42o	cf-1988-art-42	Art. 42	artigo
art. 43	cf-1988-art-43	Art. 43	artigo
art. 43o	cf-1988-art-43	Art. 43	artigo
art. 44	cf-1988-art-44	Art. 44	artigo
art. 44o	cf-1988-art-44	Art. 44	artigo
art. 45	cf-1988-art-45	Art. 45	artigo
art. 45o	cf-1988-art-45	Art. 45	artigo
art. 46	cf-1988-art-46	Art. 46	artigo
art. 46o	cf-1988-art-46	Art. 46	artigo
art. 47	cf-1988-art-47	Art. 47	artigo
art. 47o	cf-1988-art-47	Art. 47	artigo
art. 48	cf-1988-art-48	Art. 48	artigo
art. 48o	cf-1988-art-48	Art. 48	artigo
art. 49	cf-1988-art-49	Art. 49	artigo
art. 49o	cf-1988-art-49	Art. 49	artigo
art. 4o	cf-1988-art-4	Art. 4	artigo
art. 5	cf-1988-art-5	Art. 5	artigo
art. 50	cf-1988-art-50	Art. 50	artigo
art. 50o	cf-1988-art-50	Art. 50	artigo
art. 51	cf-1988-art-51	Art. 51	artigo
art. 51o	cf-1988-art-51	Art. 51	artigo
art. 52	cf-1988-art-52	Art. 52	artigo
art. 52o	cf-1988-art-52	Art. 52	artigo
art. 53	cf-1988-art-53	Art. 53	artigo
art. 53o	cf-1988-art-53	Art. 53	artigo
art. 54	cf-1988-art-54	Art. 54	artigo
art. 54o	cf-1988-art-54	Art. 54	artigo
art. 55	cf-1988-art-55	Art. 55	artigo
art. 55o	cf-1988-art-55	Art. 55	artigo
art. 56	cf-1988-art-56	Art. 56	artigo
art. 56o	cf-1988-art-56	Art. 56	artigo
art. 57	cf-1988-art-57	Art. 57	artigo
art. 57o	cf-1988-art-57	Art. 57	artigo
art. 58	cf-1988-art-58	Art. 58	artigo
art. 58o	cf-1988-art-58	Art. 58	artigo
art. 59	cf-1988-art-59	Art. 59	artigo
art. 59o	cf-1988-art-59	Art. 59	artigo
art. 5o	cf-1988-art-5	Art. 5	artigo
art. 6	cf-1988-art-6	Art. 6	artigo
art. 60	cf-1988-art-60	Art. 60	artigo
art. 60o	cf-1988-art-60	Art. 60	artigo
art. 61	cf-1988-art-61	Art. 61	artigo
art. 61o	cf-1988-art-61	Art. 61	artigo
art. 62	cf-1988-art-62	Art. 62	artigo
art. 62o	cf-1988-art-62	Art. 62	artigo
art. 63	cf-1988-art-63	Art. 63	artigo
art. 63o	cf-1988-art-63	Art. 63	artigo
art. 64	cf-1988-art-64	Art. 64	artigo
art. 64o	cf-1988-art-64	Art. 64	artigo
art. 65	cf-1988-art-65	Art. 65	artigo
art. 65o	cf-1988-art-65	Art. 65	artigo
art. 66	cf-1988-art-66	Art. 66	artigo
art. 66o	cf-1988-art-66	Art. 66	artigo
art. 67	cf-1988-art-67	Art. 67	artigo
art. 67o	cf-1988-art-67	Art. 67	artigo
art. 68	cf-1988-art-68	Art. 68	artigo
art. 68o	cf-1988-art-68	Art. 68	artigo
art. 69	cf-1988-art-69	Art. 69	artigo
art. 69o	cf-1988-art-69	Art. 69	artigo
art. 6o	cf-1988-art-6	Art. 6	artigo
art. 7	cf-1988-art-7	Art. 7	artigo
art. 70	cf-1988-art-70	Art. 70	artigo
art. 70o	cf-1988-art-70	Art. 70	artigo
art. 71	cf-1988-art-71	Art. 71	artigo
art. 71o	cf-1988-art-71	Art. 71	artigo
art. 72	cf-1988-art-72	Art. 72	artigo
art. 72o	cf-1988-art-72	Art. 72	artigo
art. 73	cf-1988-art-73	Art. 73	artigo
art. 73o	cf-1988-art-73	Art. 73	artigo
art. 74	cf-1988-art-74	Art. 74	artigo
art. 74o	cf-1988-art-74	Art. 74	artigo
art. 75	cf-1988-art-75	Art. 75	artigo
art. 75o	cf-1988-art-75	Art. 75	artigo
art. 76	cf-1988-art-76	Art. 76	artigo
art. 76o	cf-1988-art-76	Art. 76	artigo
art. 77	cf-1988-art-77	Art. 77	artigo
art. 77o	cf-1988-art-77	Art. 77	artigo
art. 78	cf-1988-art-78	Art. 78	artigo
art. 78o	cf-1988-art-78	Art. 78	artigo
art. 79	cf-1988-art-79	Art. 79	artigo
art. 79o	cf-1988-art-79	Art. 79	artigo
art. 7o	cf-1988-art-7	Art. 7	artigo
art. 8	cf-1988-art-8	Art. 8	artigo
art. 80	cf-1988-art-80	Art. 80	artigo
art. 80o	cf-1988-art-80	Art. 80	artigo
art. 81	cf-1988-art-81	Art. 81	artigo
art. 81o	cf-1988-art-81	Art. 81	artigo
art. 82	cf-1988-art-82	Art. 82	artigo
art. 82o	cf-1988-art-82	Art. 82	artigo
art. 83	cf-1988-art-83	Art. 83	artigo
art. 83o	cf-1988-art-83	Art. 83	artigo
art. 84	cf-1988-art-84	Art. 84	artigo
art. 84o	cf-1988-art-84	Art. 84	artigo
art. 85	cf-1988-art-85	Art. 85	artigo
art. 85o	cf-1988-art-85	Art. 85	artigo
art. 86	cf-1988-art-86	Art. 86	artigo
art. 86o	cf-1988-art-86	Art. 86	artigo
art. 87	cf-1988-art-87	Art. 87	artigo
art. 87o	cf-1988-art-87	Art. 87	artigo
art. 88	cf-1988-art-88	Art. 88	artigo
art. 88o	cf-1988-art-88	Art. 88	artigo
art. 89	cf-1988-art-89	Art. 89	artigo
art. 89o	cf-1988-art-89	Art. 89	artigo
art. 8o	cf-1988-art-8	Art. 8	artigo
art. 9	cf-1988-art-9	Art. 9	artigo
art. 90	cf-1988-art-90	Art. 90	artigo
art. 90o	cf-1988-art-90	Art. 90	artigo
art. 91	cf-1988-art-91	Art. 91	artigo
art. 91o	cf-1988-art-91	Art. 91	artigo
art. 92	cf-1988-art-92	Art. 92	artigo
art. 92o	cf-1988-art-92	Art. 92	artigo
art. 93	cf-1988-art-93	Art. 93	artigo
art. 93o	cf-1988-art-93	Art. 93	artigo
art. 94	cf-1988-art-94	Art. 94	artigo
art. 94o	cf-1988-art-94	Art. 94	artigo
art. 95	cf-1988-art-95	Art. 95	artigo
art. 95o	cf-1988-art-95	Art. 95	artigo
art. 96	cf-1988-art-96	Art. 96	artigo
art. 96o	cf-1988-art-96	Art. 96	artigo
art. 97	cf-1988-art-97	Art. 97	artigo
art. 97o	cf-1988-art-97	Art. 97	artigo
art. 98	cf-1988-art-98	Art. 98	artigo
art. 98o	cf-1988-art-98	Art. 98	artigo
art. 99	cf-1988-art-99	Art. 99	artigo
art. 99o	cf-1988-art-99	Art. 99	artigo
art. 9o	cf-1988-art-9	Art. 9	artigo
b)	cf-1988-art-131-par-5-inc-1-ali-b	b)	alinea
c)	cf-1988-art-131-par-5-inc-1-ali-c	c)	alinea
d)	cf-1988-art-130-par-3-inc-5-ali-d	d)	alinea
e)	cf-1988-art-130-par-3-inc-5-ali-e	e)	alinea
f)	cf-1988-art-116-par-12-inc-6-ali-f	f)	alinea
g)	cf-1988-art-116-par-12-inc-6-ali-g	g)	alinea
h)	cf-1988-art-155-par-2-inc-12-ali-h	h)	alinea
i	cf-1988-art-136-inc-1	I	inciso
i -	cf-1988-art-136-inc-1	I	inciso
i –	cf-1988-art-136-inc-1	I	inciso
i —	cf-1988-art-136-inc-1	I	inciso
i)	cf-1988-art-155-par-2-inc-12-ali-i	i)	alinea
ii	cf-1988-art-136-inc-2	II	inciso
ii -	cf-1988-art-136-inc-2	II	inciso
ii –	cf-1988-art-136-inc-2	II	inciso
ii —	cf-1988-art-136-inc-2	II	inciso
iii	cf-1988-art-136-inc-3	III	inciso
iii -	cf-1988-art-136-inc-3	III	inciso
iii –	cf-1988-art-136-inc-3	III	inciso
iii —	cf-1988-art-136-inc-3	III	inciso
iv	cf-1988-art-136-inc-4	IV	inciso
iv -	cf-1988-art-136-inc-4	IV	inciso
iv –	cf-1988-art-136-inc-4	IV	inciso
iv —	cf-1988-art-136-inc-4	IV	inciso
ix	cf-1988-art-97-par-9-inc-9	IX	inciso
ix -	cf-1988-art-97-par-9-inc-9	IX	inciso
ix –	cf-1988-art-97-par-9-inc-9	IX	inciso
